word,business,entertainment,politics,sport,tech
Brit_PERSON,0,1,0,0,0
10.9_CARDINAL,0,1,0,0,0
about four million_CARDINAL,0,1,0,0,0
11.9_CARDINAL,0,1,0,0,0
49.2%_PERCENT,0,1,0,0,0
15.3_CARDINAL,0,1,0,0,0
62.2%_PERCENT,0,1,0,0,0
Kerry McFadden_PERSON,0,2,0,0,0
Royal_ORG,0,1,1,0,0
nightclub_PERSON,0,1,0,0,0
Phil Tufnell_PERSON,0,2,0,0,0
Tony Blackburn_PERSON,0,2,0,0,0
12.3 million_CARDINAL,0,1,0,0,0
10.9 million_CARDINAL,0,1,0,0,0
Anthony McPartlin_PERSON,0,1,0,0,0
Declan Donnelly_ORG,0,1,0,0,0
Pascuale_GPE,0,1,0,0,0
Jack_PERSON,0,2,2,0,0
Beanstalk_PERSON,0,1,0,0,0
Robert Voice_PERSON,0,1,0,0,0
Joe_PERSON,0,2,0,0,1
the West End_LOC,0,1,0,0,0
Duran Duran_PERSON,0,2,0,0,0
VH1_ORG,0,2,0,0,0
Rick Krim_PERSON,0,1,0,0,0
Astronaut_PERSON,0,1,0,0,0
Nick Rhodes_PERSON,0,1,0,0,0
Tomorrow_DATE,0,2,0,0,2
Simon Le Bon_PERSON,0,1,0,0,0
Le Bon_ORG,0,1,0,0,0
2.5_MONEY,0,1,2,0,0
Austin Aitken_PERSON,0,1,0,0,0
Fear Factor_ORG,0,1,0,0,0
Aitken_PERSON,0,1,0,0,0
Times Square_FAC,0,2,0,0,0
Sky One_ORG,0,2,0,0,0
British Muslim_NORP,0,1,1,0,0
The Muslim Council of Britain_ORG,0,2,1,0,0
Brookside creator's_ORG,0,1,0,0,0
Phil Redmond_PERSON,0,1,0,0,0
Mersey TV_ORG,0,1,0,0,0
Tessa Jowell_PERSON,0,1,7,0,1
the Department for Culture_ORG,0,1,0,0,0
Sport_ORG,0,1,1,0,0
just 1.5 million_CARDINAL,0,1,0,0,0
Redmond_PERSON,0,1,0,0,0
Hollyoaks to Channel 4_ORG,0,1,0,0,0
Grange Hill_PERSON,0,1,0,0,0
CBE_ORG,0,1,0,0,0
Radio Times_ORG,0,3,0,0,0
Phoenix Nights_FAC,0,1,0,0,0
Peter Kay_PERSON,0,1,0,0,0
Julia Davis_PERSON,0,1,0,0,0
Black Books'_ORG,0,1,0,0,0
Tamsin Greig_PERSON,0,1,0,0,0
Lucas_PERSON,0,2,0,0,0
National Television_ORG,0,1,0,0,0
Royal Television Society_ORG,0,1,0,0,0
British Comedy_ORG,0,1,0,0,0
More than 1.8 million_CARDINAL,0,1,0,0,0
Ant_PERSON,0,1,0,0,0
Stuart Murphy_PERSON,0,1,0,0,0
32 last year_DATE,0,1,0,0,0
Steve Coogan's_PERSON,0,1,0,0,0
Baby Cow_PERSON,0,1,0,0,0
Hat Trick_PERSON,0,1,0,0,0
The Kumars at Number 42_ORG,0,1,0,0,0
Tiger Aspect_PERSON,0,1,0,0,0
Angolan_GPE,0,5,0,0,0
nearly 30 years_DATE,0,1,0,0,0
Luanda_GPE,0,1,0,0,0
Independence Square_FAC,0,3,0,0,0
Sergio Gera_PERSON,0,1,0,0,0
two and a half years_DATE,0,1,0,1,0
30-year_DATE,0,1,1,0,0
10 or more years - in_DATE,0,1,0,0,0
Buenos Aries_LOC,0,1,0,0,0
Victoria Lapete_PERSON,0,1,0,0,0
Meeting Point_ORG,0,1,0,0,0
28 years_DATE,0,2,0,0,0
the International Committee of the Red Cross_ORG,0,1,0,0,0
ICRC_ORG,0,3,0,0,0
Wambo_GPE,0,2,0,0,0
Gazetta_ORG,0,1,0,0,0
Joaquim Sahundi_PERSON,0,1,0,0,0
bush_PERSON,0,1,1,0,0
Radio Angola_ORG,0,1,0,0,0
Rafael Marques_PERSON,0,1,0,0,0
George Soros Foundation_ORG,0,1,0,0,0
Yellowstone National Park_ORG,0,1,0,0,0
178_MONEY,0,1,0,0,1
Angela Cannings_PERSON,0,1,0,0,0
Sarah Lancashire_PERSON,0,1,0,0,0
Tom Brown's_PERSON,0,1,0,0,0
Supervolcano_PERSON,0,1,0,0,0
Pompei_ORG,0,1,0,0,0
Yellowstone_GPE,0,1,0,0,0
The Science Behind Supervolcano_WORK_OF_ART,0,1,0,0,0
Mongolian_NORP,0,1,0,0,0
Genghis Khan_PERSON,0,1,0,0,0
Holocaust Memorial Day_EVENT,0,1,0,0,0
Adrian_NORP,0,1,0,2,0
13_DATE,0,3,0,0,0
Auschwitz_FAC,0,1,1,0,0
Belsen_PERSON,0,1,0,0,0
Archangel_PERSON,0,1,0,0,0
Robert Harris_PERSON,0,1,0,0,0
Stalin_PERSON,0,1,2,0,0
Sarah Waters'_PERSON,0,1,0,0,0
Fingersmith_PERSON,0,1,0,0,0
Victorian England_LOC,0,1,0,0,0
Julie Burchill's_PERSON,0,1,0,0,0
Sugar Rush - a lesbian_PERSON,0,1,0,0,0
Channel Four's_ORG,0,1,0,0,0
Jessica Stevenson_PERSON,0,1,0,0,0
The World_WORK_OF_ART,0,1,0,0,0
Bex_GPE,0,1,0,0,0
Fred Barron_PERSON,0,1,0,0,0
Fry_ORG,0,3,0,0,0
Arnold_PERSON,0,11,0,0,0
Heather Mills_PERSON,0,1,0,0,0
Manchester United_NORP,0,1,0,1,0
Millionaire_LOC,0,1,0,0,0
John Nettles_PERSON,0,1,0,0,0
Midsomer Murders_ORG,0,1,0,0,0
Gus Van Sant's_PERSON,0,1,0,0,0
Sean Connery_ORG,0,2,0,0,0
Shrek_PERSON,0,2,0,0,1
AI_GPE,0,1,0,0,5
the Vicar of Dibley_ORG,0,1,0,0,0
Auf Wiedersehen_PERSON,0,1,0,0,0
South Bank Awards_ORG,0,1,0,0,0
the South Bank Show Awards_FAC,0,1,0,0,0
Filthy Love and_WORK_OF_ART,0,1,0,0,0
Dead_ORG,0,2,0,0,0
the South Bank Award_ORG,0,1,0,0,0
Steven Poliakoff's_PERSON,0,1,0,0,0
The Lost Prince_WORK_OF_ART,0,1,0,0,0
Bloody Sunday_ORG,0,1,0,0,0
1972_DATE,0,3,0,1,0
Little Britain's_GPE,0,1,0,0,0
The Green Wing_WORK_OF_ART,0,1,0,0,0
David Mitchell_PERSON,0,1,0,0,0
Alan Hollinghurst_PERSON,0,1,0,0,0
Cloud Atlas_WORK_OF_ART,0,1,0,0,0
Clocking_PERSON,0,1,0,0,0
Paul Abbott_PERSON,0,1,0,0,0
Grange Hill_ORG,0,1,0,0,0
BBC2_ORG,0,1,3,0,0
David Hasselhoff_PERSON,0,1,0,0,0
Pamela Anderson_PERSON,0,1,0,0,0
12-year_DATE,0,1,0,0,0
Model Anna Nicole Smith's_PERSON,0,1,0,0,0
The Dukes of Hazzard_WORK_OF_ART,0,2,0,0,0
Broadcast_ORG,0,2,0,0,0
Dallas_GPE,0,1,1,3,2
Knots Landing_PERSON,0,1,0,0,0
Falcon Crest_ORG,0,1,0,0,0
Transatlantic TV_ORG,0,1,0,0,0
The Jerry Springer Show_WORK_OF_ART,0,1,0,0,0
Jerry_PERSON,0,1,0,0,0
Extreme Makeover_ORG,0,1,0,0,0
The X-Files_WORK_OF_ART,0,1,0,0,0
Star Trek_ORG,0,1,0,0,0
Cidatel Broadcasting_ORG,0,1,0,0,0
Sirius_ORG,0,1,0,0,0
Pennsylvania_GPE,0,1,0,0,0
3 January_DATE,0,2,0,0,0
DJ_ORG,0,3,0,0,0
Clear Channel_ORG,0,1,0,0,0
1.75_MONEY,0,1,0,0,0
"950,000_MONEY",0,1,0,0,0
25-54_DATE,0,1,0,0,0
Dick Clark_PERSON,0,1,0,0,0
75-year-old_DATE,0,1,0,0,0
American Bandstand_ORG,0,2,0,0,0
1956-87_DATE,0,1,0,0,0
33 years_DATE,0,1,0,0,0
Paul Shefrin_PERSON,0,1,0,0,0
American Music Awards_ORG,0,1,0,0,0
1952_DATE,0,3,0,1,0
1957_DATE,0,3,0,0,0
Buddy Holly_PERSON,0,1,0,0,0
Aretha Frankin_PERSON,0,1,0,0,0
the Rock and Roll Hall of Fame_ORG,0,2,0,0,0
TV Bloopers_ORG,0,1,0,0,0
American Dreams_ORG,0,1,0,0,0
Golden Globe Awards_ORG,0,1,0,0,0
Bafta_ORG,0,2,0,0,2
the Bafta Interactive Awards_ORG,0,1,0,0,1
the Radio Times_ORG,0,3,0,0,0
Sport Interactive's_ORG,0,1,0,0,0
the Science Museum_ORG,0,1,0,0,1
2 March 2005_DATE,0,1,0,0,0
this year - a third_DATE,0,1,0,0,0
more than last year_DATE,0,1,0,0,0
Grant Dean_PERSON,0,1,0,0,2
"the Dead, Oasis' Definitely Maybe_ORG",0,1,0,0,0
Great British Spelling Test_ORG,0,1,0,0,0
Spooks Interactive_ORG,0,1,0,0,1
the Tour de France_ORG,0,1,0,0,0
iCan_ORG,0,1,0,0,1
Nottingham University's_ORG,0,1,0,0,0
Uncle Roy All Around You_PERSON,0,1,0,0,0
the British Academy of Film and Television_ORG,0,1,0,0,1
Celebrity Big Brother_ORG,0,2,0,0,0
as short as_DATE,0,1,0,0,0
1/14_CARDINAL,0,1,0,0,0
William Hill's_PERSON,0,1,0,0,0
Adams_PERSON,0,5,0,0,0
Endemol_PERSON,0,1,0,0,0
the Electoral Reform Services_ORG,0,1,0,0,0
Bookmaker Ladbrokes_PERSON,0,1,0,0,0
2/9_CARDINAL,0,1,0,0,0
Lush_PERSON,0,4,0,0,0
Carson_PERSON,0,4,0,1,0
"More than 1,000_CARDINAL",0,1,0,0,0
Johnny Carson_PERSON,0,1,0,0,1
Nebraska_GPE,0,2,0,0,1
the Tonight Show_EVENT,0,1,0,0,0
23 January_DATE,0,1,0,0,0
Norfolk_GPE,0,2,1,0,0
the age of eight_DATE,0,1,0,0,0
Navy_ORG,0,1,0,0,0
$5m_MONEY,0,3,0,0,0
2.7_MONEY,0,1,0,0,0
Johnny Carson Theater_PERSON,0,1,0,0,0
The Great Carsoni_FAC,0,1,0,0,0
Norfolk High School_ORG,0,1,0,0,0
Degrees_ORG,0,1,0,0,0
Sheila Ferguson_PERSON,0,1,0,0,0
Bookmakers Ladbrokes_ORG,0,1,0,0,0
Comic Joe Pasquale_PERSON,0,1,0,0,0
Nancy Sorrell's_PERSON,0,1,0,0,0
Vic Reeves_PERSON,0,1,0,0,0
last Wednesday_DATE,0,1,1,0,0
Reeves_PERSON,0,1,0,0,0
3/1_CARDINAL,0,1,0,0,0
Pasquale_PERSON,0,1,0,0,0
Huggy Bear_ORG,0,1,0,0,0
Antonio Fargas_PERSON,0,1,0,0,0
Natalie_ORG,0,1,0,0,0
Harvey_PERSON,0,1,0,0,0
Farrell_PERSON,0,3,0,7,0
Scrubs_PERSON,0,1,0,0,0
Daily Variety_ORG,0,1,0,0,0
Irishman_NORP,0,1,0,4,0
28-year-old_DATE,0,2,0,14,1
Ballykissangel_GPE,0,1,0,0,0
Daredevil_GPE,0,1,0,0,0
Crockett_ORG,0,1,0,0,0
Scrubs_NORP,0,1,0,0,0
Heather Graham_PERSON,0,1,0,0,0
Friday - 67%_DATE,0,1,0,0,0
Stallone_ORG,0,1,0,0,0
71_DATE,0,1,0,4,0
Stallone_PERSON,0,1,0,0,0
Nielsen_GPE,0,2,0,0,0
1/4_CARDINAL,0,1,0,0,0
anti-McCririck_NORP,0,1,0,0,0
7/4_CARDINAL,0,1,0,0,0
2/1_CARDINAL,0,1,0,0,0
Friday 15_DATE,0,1,0,0,0
Fathers 4 Justice_ORG,0,1,2,0,0
0300_DATE,0,1,0,0,0
about 4.2 million_CARDINAL,0,1,0,0,0
Gail Berman_PERSON,0,1,0,0,0
Last season_DATE,0,1,0,0,0
"600,000 to 5.9 million_CARDINAL",0,1,0,0,0
Ms Berman_PERSON,0,3,0,0,0
6.3 million_CARDINAL,0,1,0,0,0
the traditionally quiet_DATE,0,1,0,0,0
summer season_DATE,0,1,0,0,0
American Dad_WORK_OF_ART,0,1,0,0,0
Seth MacFarlane_PERSON,0,1,0,0,0
Family Guy_PERSON,0,1,0,0,0
Abbey Road_FAC,0,1,0,0,0
18 December_DATE,0,1,0,1,0
Sold on Song_WORK_OF_ART,0,1,0,0,0
Chris Tarrant_PERSON,0,1,0,0,0
Capital FM_ORG,0,1,0,0,0
the year in the_DATE,0,1,0,0,0
Tarrant_WORK_OF_ART,0,1,0,0,0
a fantastic year_DATE,0,1,0,0,0
Radio 2_ORG,0,5,0,0,0
the London Community Gospel Choir_ORG,0,1,0,0,0
Christopher Lee_PERSON,0,1,0,0,0
Fireside Tales_PERSON,0,1,0,0,0
Edgar Allan Poe_PERSON,0,1,0,0,0
Comedian Harry Hill_PERSON,0,1,0,0,0
Joy Division_ORG,0,10,0,0,0
Ian Curtis_PERSON,0,3,0,0,0
Touching From A Distance_WORK_OF_ART,0,1,0,0,0
Curtis_ORG,0,3,0,0,0
Deborah_PERSON,0,1,0,0,0
Tony Wilson_PERSON,0,2,0,0,0
Natalie_PERSON,0,1,0,0,0
Ian_PERSON,0,2,3,1,0
Joy Division's_ORG,0,1,0,0,0
New Order_PERSON,0,1,0,0,0
24 Hour_TIME,0,2,0,0,0
Party People_PERSON,0,1,0,0,0
Steve Coogan_PERSON,0,2,0,0,0
Factory Records_ORG,0,2,0,0,0
Manchester_PERSON,0,2,9,1,1
Anton Corbijn_PERSON,0,1,0,0,0
Depeche Mode_ORG,0,1,0,0,0
Alison Howe_PERSON,0,1,0,0,0
Aaliyah_GPE,0,2,0,0,0
Aaliyah_ORG,0,2,0,0,0
Blackground Records_PERSON,0,1,0,0,0
22-year-old_DATE,0,3,2,12,1
Blackground Records'_PERSON,0,1,0,0,0
Frank Penski_PERSON,0,1,0,0,0
Cessna_ORG,0,1,0,0,0
700 pounds_QUANTITY,0,1,0,0,0
320kg_QUANTITY,0,1,0,0,0
More Than A Woman_WORK_OF_ART,0,1,0,0,0
mid-week_DATE,0,1,0,0,0
late-night_TIME,0,1,2,0,0
Peru_GPE,0,1,0,0,5
The John Peel Show_WORK_OF_ART,0,1,0,0,0
Andy Parfitt_PERSON,0,1,0,0,0
DJs_CARDINAL,0,1,0,0,0
"Tuesdays, Wednesdays and Thursdays_DATE",0,1,0,0,0
GMT - 0100_EVENT,0,1,0,0,0
Connick Jr_PERSON,0,1,0,0,0
Harry Connick Jr_PERSON,0,1,0,0,0
The Pajama Game_LOC,0,1,0,0,0
Jeffrey Richards_PERSON,0,1,0,0,0
Connick_PERSON,0,2,0,0,0
Mr Richards_PERSON,0,1,0,0,0
George Abbott_PERSON,0,1,0,0,0
Richard Bissell_PERSON,0,1,0,0,0
Peter Ackerman_PERSON,0,1,0,0,0
Richard Adler_PERSON,0,1,0,0,0
Jerry Ross_PERSON,0,1,0,0,0
Adler_PERSON,0,1,0,0,0
Emile Zola's_PERSON,0,1,0,0,0
Therese_NORP,0,1,0,0,0
Thou Shalt Not_ORG,0,1,0,0,0
Blackpool_GPE,0,1,2,0,0
European Elvis_ORG,0,1,0,0,0
the Memphis Symphony Orchestra_ORG,0,1,0,0,0
Bonn_GPE,0,1,0,0,0
999th_ORG,0,1,0,0,0
' 18_DATE,0,1,0,0,0
one a week_DATE,0,2,0,0,0
"1,000th_CARDINAL",0,4,0,0,0
Gennaro Castaldo_PERSON,0,1,0,0,0
Iron Maiden_PERSON,0,4,0,0,0
the Performing Right Society_ORG,0,1,0,0,0
number five_CARDINAL,0,2,0,0,0
Filthy/Gorgeous_ORG,0,1,0,0,0
six after seven weeks_DATE,0,1,0,0,0
Dana Rayne_PERSON,0,1,0,0,0
Kasabian_GPE,0,11,0,0,0
Cut Off_ORG,0,1,0,0,0
the Scissor Sisters_ORG,0,1,0,0,0
American Idiot_ORG,0,2,0,0,0
Killers_PERSON,0,1,0,0,0
Talking Heads_PERSON,0,1,0,0,0
three last January_DATE,0,1,0,0,0
"more than 600,000_CARDINAL",0,1,0,0,1
11 months_DATE,0,1,0,0,0
States_GPE,0,1,0,1,0
Shortlist_NORP,0,2,0,0,0
Radio_ORG,0,1,0,0,0
Nevertheless Franz Ferdinand_PERSON,0,1,0,0,0
MTV Video Music Award_ORG,0,1,0,0,0
Take Me Out_WORK_OF_ART,0,1,0,0,0
Paul Thomson_PERSON,0,1,0,0,0
Bob Hardy_PERSON,0,1,0,0,0
Nick McCarthy_PERSON,0,1,0,0,0
the turn of the year_DATE,0,1,0,1,0
BBC News Online_ORG,0,2,1,0,9
DIY_ORG,0,1,0,0,3
Victorian_NORP,0,1,0,0,0
Domino_PERSON,0,1,0,0,0
Smog_PRODUCT,0,1,0,0,0
Beverley Knight_PERSON,0,1,0,0,0
Roni Size_PERSON,0,1,0,0,0
Charlene Ellis_PERSON,0,1,0,0,0
18_DATE,0,1,5,0,1
Letisha Shakespeare_PERSON,0,1,0,0,0
17_DATE,0,2,0,1,0
Size_ORG,0,2,0,0,0
New Forms_ORG,0,1,0,0,0
"more than 10,500_CARDINAL",0,1,0,0,0
between June 2003 and 2004_DATE,0,1,0,0,0
Home Office_ORG,0,1,18,0,1
Knight_ORG,0,2,0,1,0
Aston_GPE,0,2,1,0,0
Size_PERSON,0,1,0,0,0
Donna Small_PERSON,0,1,0,0,0
Asha Jama_PERSON,0,1,0,0,0
Jama_PERSON,0,1,0,0,0
Portishead_PERSON,0,2,0,0,0
Geoff Barrow_PERSON,0,1,0,0,0
BBC 6 Music_ORG,0,1,0,0,0
Barrow_ORG,0,2,0,0,0
Tsumani_NORP,0,1,0,0,0
the Bristol Academy_ORG,0,1,0,0,0
19 February_DATE,0,1,1,0,0
Dummy_PERSON,0,2,0,0,0
next month's_DATE,0,1,0,8,0
Beth Gibbons_PERSON,0,1,0,0,0
Liverpool_ORG,0,1,1,75,0
The Coral_ORG,0,1,0,0,0
Led Zeppelin_PERSON,0,2,0,0,0
Robert Plant_PERSON,0,1,0,0,0
Busted_GPE,0,1,0,0,0
the University of Warwick_ORG,0,1,0,0,0
Simpson_PERSON,0,3,0,1,0
Matt Willis_PERSON,0,1,0,0,0
Bourne_PERSON,0,1,0,0,0
19-year-old_DATE,0,1,0,3,1
"1,400_CARDINAL",0,1,0,0,0
the University of Warwick's Student Union_ORG,0,1,0,0,0
Mike Eccleshall_PERSON,0,1,0,0,0
Promotions Coordinator_ORG,0,1,0,0,0
the past few days_DATE,0,1,0,0,0
4pm_TIME,0,1,0,0,0
around 11pm_TIME,0,1,0,0,0
Helen Clutterbuck_PERSON,0,1,0,0,0
Ryan Crabbe_PERSON,0,1,0,0,0
Gordon Rennie_PERSON,0,1,0,0,0
around 45 minutes_TIME,0,1,0,0,0
They Liked You Better When You Were Dead_WORK_OF_ART,0,1,0,0,0
the Chemical Brothers_ORG,0,2,0,0,0
Russell Watson_PERSON,0,1,0,0,0
Bill Wyman_PERSON,0,1,0,0,0
the Bee Gees_PERSON,0,1,0,0,0
Eagles_GPE,0,1,0,1,0
10/1_CARDINAL,0,1,0,0,0
"1,001st_CARDINAL",0,1,0,0,0
the Chemical Brothers'_ORG,0,2,0,0,0
Ciara_PERSON,0,1,0,0,0
Feeder_PERSON,0,1,0,0,0
"about 28,000_CARDINAL",0,1,0,0,0
Youssou N'Dour_PERSON,0,2,0,0,0
Senegalese_NORP,0,1,0,0,0
BBC Radio 3 World Music Award_ORG,0,1,0,0,0
Argentine Chango Spasiuk_ORG,0,1,0,0,0
Eliza Carthy_GPE,0,1,0,0,0
Benjamin Zephaniah_PERSON,0,1,0,0,0
The Sage in Gateshead_WORK_OF_ART,0,1,0,0,0
5 March_DATE,0,2,0,2,0
Radio 3's_ORG,0,1,0,0,0
World Music Day_EVENT,0,1,0,0,0
the Audience Award_ORG,0,1,0,0,0
Radio 3_ORG,0,1,0,0,0
Malian_NORP,0,1,0,0,0
Tinariwen_PERSON,0,1,0,0,0
Sahara_LOC,0,1,0,0,0
Bebo Valdes_ORG,0,1,0,0,0
Diego El Cigala_PERSON,0,1,0,0,0
Lagrimas Negrasmusic_PERSON,0,1,0,0,0
Planet_PRODUCT,0,1,0,0,0
Anita Sulimanovic_PERSON,0,1,0,0,0
11 March_DATE,0,1,2,0,5
Mario Kombou_PERSON,0,1,0,0,0
several more months_DATE,0,1,0,0,0
"1,000th_DATE",0,1,0,0,0
Kombou_PERSON,0,1,0,0,0
Kombou_ORG,0,1,0,0,0
Vince Everett_PERSON,0,1,0,0,0
Blue_ORG,0,1,0,0,0
the NRJ Music Awards_ORG,0,1,0,0,0
This Love_WORK_OF_ART,0,1,0,0,0
More than five million_CARDINAL,0,1,0,0,2
Usher_ORG,0,2,0,0,0
Naomi Campbell_PERSON,0,1,0,0,0
Cannes_NORP,0,1,0,0,1
Cote_PERSON,0,1,0,0,0
NRJ_ORG,0,1,0,0,0
Black Eyed Peas_WORK_OF_ART,0,1,0,0,0
Jenifer_PERSON,0,1,0,0,0
French-Canadian_NORP,0,1,0,0,0
Roch Voisine_PERSON,0,1,0,0,0
Francophone_ORG,0,1,0,0,0
Ten-year_DATE,0,1,0,0,0
The Manic Street Preachers_ORG,0,3,0,0,0
10 years ago_DATE,0,2,1,0,2
1 February 1995_DATE,0,1,0,0,0
Richey Edwards_PERSON,0,1,0,0,0
Edwards_PERSON,0,16,0,5,0
James Dean Bradfield_PERSON,0,1,0,0,0
Sean Moore_PERSON,0,1,0,0,0
Suicide Alley_PERSON,0,1,0,0,0
Sylvia Plath_PERSON,0,1,0,0,0
George Orwell_PERSON,0,1,1,0,0
Philip Larkin - battled_PERSON,0,1,0,0,0
The Holy Bible_WORK_OF_ART,0,2,0,0,0
October 1994_DATE,0,1,0,0,0
a few months later_DATE,0,1,0,0,0
the Embassy Hotel_ORG,0,1,0,0,0
the early morning_TIME,0,1,0,0,0
the following days_DATE,0,1,0,0,0
Graham_PERSON,0,2,0,4,0
Sherry_PERSON,0,1,0,0,0
the Severn Bridge_FAC,0,1,0,0,0
Bristol -_ORG,0,1,0,0,0
The Stone Roses_WORK_OF_ART,0,1,0,0,0
Everything Must Go_WORK_OF_ART,0,2,0,0,0
Manics_PERSON,0,1,0,0,0
the Brit Awards_FAC,0,2,0,0,0
Goa_GPE,0,1,0,0,0
Sherry Edwards_PERSON,0,1,0,0,0
Fuerteventura_GPE,0,1,0,0,0
six weeks_DATE,0,1,0,6,0
Underground_FAC,0,1,0,0,0
Havana_GPE,0,1,0,0,0
The Big Issue_ORG,0,1,0,0,0
the River Severn_LOC,0,2,0,0,0
Y'Self_PERSON,0,1,0,0,0
Dredd_PERSON,0,1,0,0,0
Lipstick Traces_PERSON,0,1,0,0,0
Lifeblood_ORG,0,1,0,0,0
Cardiff Afterlife_ORG,0,1,0,0,0
Mogul Wilson_PERSON,0,1,0,0,0
Joy Division_PERSON,0,1,0,0,0
New Order_LOC,0,1,0,0,0
F4_CARDINAL,0,1,0,0,0
21 February_DATE,0,1,0,0,0
Realise And Witness_WORK_OF_ART,0,1,0,0,0
14 years_DATE,0,1,0,1,2
Realise And Witness Talent -_WORK_OF_ART,0,1,0,0,0
Hacienda_ORG,0,1,0,0,0
Michael Winterbottom_PERSON,0,1,0,0,0
24 Hour Party_TIME,0,1,0,0,0
Wilson_ORG,0,1,0,1,0
Factory_ORG,0,1,0,0,0
Rough Trade_ORG,0,1,0,0,0
The White Stripes -_WORK_OF_ART,0,1,0,0,0
Sizzla_PERSON,0,1,0,0,0
Sizzla_GPE,0,8,0,0,0
Jamaica_GPE,0,2,1,2,0
15 days_DATE,0,2,1,0,0
St Thomas_GPE,0,1,0,0,0
five-date_DATE,0,1,0,0,0
Miguel Collins_PERSON,0,1,0,0,0
Scotland Yard's_ORG,0,1,0,0,0
Violent Crime_ORG,0,1,0,0,0
Pump Up_PERSON,0,1,0,0,0
dem_NORP,0,1,0,0,0
Onyx Hotel_PERSON,0,1,0,0,0
last June_DATE,0,1,1,0,0
9.3_MONEY,0,1,0,0,0
New York State Supreme Court_ORG,0,1,0,0,0
Seven_CARDINAL,0,2,2,0,0
30 days_DATE,0,1,0,0,5
82-date_DATE,0,1,0,0,0
Illinois_GPE,0,1,0,0,0
Outrageous_PRODUCT,0,1,0,0,0
Jive_PRODUCT,0,1,0,0,0
The Onyx Hotel_ORG,0,1,0,0,0
Kevin Federline_PERSON,0,2,0,0,0
Beenie Man_ORG,0,1,0,0,0
Brett Lock_PERSON,0,1,0,0,0
the Stop Murder Music_ORG,0,1,0,0,0
OutRage!_ORG,0,1,0,0,0
the Black Gay Men's Advisory Group_ORG,0,1,0,0,0
J-Flag_PRODUCT,0,1,0,0,0
Glen Yearwood_PERSON,0,1,0,0,0
The Stop Murder Music_WORK_OF_ART,0,1,0,0,0
Mobo_LAW,0,1,0,0,0
Beenie Man_PERSON,0,3,0,0,0
Yearwood_PERSON,0,1,0,0,0
Buju Banton_PERSON,0,1,0,0,0
Bounty Killer_PERSON,0,1,0,0,0
TOK_ORG,0,1,0,0,0
Capleton_PERSON,0,1,0,0,0
Vybz Kartel -_PERSON,0,1,0,0,0
Jammins_ORG,0,1,0,0,0
Apollo Entertainment_ORG,0,1,0,0,0
South West_LOC,0,1,0,0,0
Brit_ORG,0,8,0,0,0
17-year-old_DATE,0,5,0,7,0
Devon_PERSON,0,12,1,0,0
Cullumpton_GPE,0,2,0,0,0
Breakthrough Artist_PERSON,0,1,0,0,0
"Mind, Body & Soul_ORG",0,2,0,0,0
last October_DATE,0,3,6,2,1
Ms Stone_PERSON,0,2,0,0,0
25th_ORDINAL,0,2,0,2,2
Earls Court_ORG,0,2,0,0,0
Jocelyn Stoker_PERSON,0,2,0,0,0
Steve Greenberg_PERSON,0,2,0,0,0
Seventeen-year-old_DATE,0,1,0,0,0
Kasabian_PERSON,0,1,0,0,0
about two million_CARDINAL,0,1,1,0,0
Amy Winehouse_PERSON,0,3,0,0,0
Jamelia_GPE,0,2,0,0,0
MTV Base_ORG,0,3,0,0,0
the 25th_DATE,0,1,0,1,0
Indie Rock_ORG,0,1,0,0,0
Matthew Bellamy_PERSON,0,1,0,0,0
Chris Wolstenholme_PERSON,0,1,0,0,0
Dominic Howard_PERSON,0,2,0,0,0
Teignmouth_GPE,0,1,0,0,0
Gothic Plague_PERSON,0,1,0,0,0
Fixed Penalty_ORG,0,1,0,0,0
Baby Dolls_PERSON,0,1,0,0,0
Absolution_ORG,0,1,0,0,0
Hysteria_GPE,0,1,0,0,0
Butterflies_PERSON,0,1,0,0,0
Hurricanes_GPE,0,1,0,0,0
Motley Crue_ORG,0,2,0,0,0
Mick Mars_PERSON,0,1,0,0,0
£5.4 million_MONEY,0,1,0,0,0
Robin Mantooth_PERSON,0,1,0,0,0
Mars_LOC,0,3,0,0,0
Mars_PERSON,0,1,0,0,0
53_DATE,0,2,1,0,0
Girls Girls Girls_PERSON,0,1,0,0,0
Bob Allen Deal -_PERSON,0,1,0,0,0
Matronic_ORG,0,1,0,0,0
Siouxsie Sioux_PERSON,0,1,0,0,0
LP_WORK_OF_ART,0,1,0,0,0
Mike Skinner - aka_PERSON,0,1,0,0,0
Dry Your Eyes_WORK_OF_ART,0,1,0,0,0
Skinner_PERSON,0,1,0,0,0
Gary Barlow_PERSON,0,1,0,0,0
Howard Donald_PERSON,0,1,0,0,0
Kate Bush_PERSON,0,4,0,0,0
Tom Chaplin_PERSON,0,1,0,0,0
Daniel_PERSON,0,1,0,0,0
Khan_PERSON,0,6,1,0,0
Lemar_PERSON,0,5,0,0,0
the Robert Palmer_FAC,0,1,0,0,0
the start of last year_DATE,0,1,0,0,0
the Sound of 2004_LOC,0,1,0,0,0
the last 25 years_DATE,0,22,0,0,0
Robbie_PERSON,0,17,0,3,0
Radio 1_LAW,0,1,0,0,0
more than a dozen_CARDINAL,0,1,0,0,0
The Specials - Ghost Town_LAW,0,1,0,0,0
The Buzzcocks - Ever Fallen_ORG,0,1,0,0,0
Love With Someone_WORK_OF_ART,0,1,0,0,0
